booking_id,e_id,customer_id,num_tickets,price,booking_date,booking_time,booking_label
41,1974,857,8,280,2017-03-28,01:01:00,YES
42,1671,844,9,360,2017-01-16,13:05:00,YES
43,1074,127,8,160,2017-04-05,11:52:00,YES
44,215,520,4,100,2017-03-07,23:50:00,YES
45,364,540,10,300,2017-04-13,20:22:00,YES
46,1931,696,2,100,2017-06-15,08:34:00,YES
47,1292,150,3,150,2017-04-07,14:06:00,YES
48,1062,270,7,245,2017-06-04,14:13:00,YES
49,1797,240,6,270,2017-07-13,19:14:00,YES
50,1120,166,10,250,2017-02-24,09:17:00,YES
51,1233,897,2,70,2017-01-14,04:19:00,YES
52,1039,541,2,60,2017-04-12,04:08:00,YES
53,587,675,5,225,2017-01-04,21:34:00,YES
54,1951,365,10,300,2017-03-06,22:59:00,YES
55,525,139,1,30,2017-07-23,16:41:00,YES
56,1510,332,7,315,2017-07-11,04:42:00,YES
57,222,475,5,125,2017-01-01,19:35:00,YES
58,346,636,4,120,2017-03-30,21:19:00,YES
59,38,404,2,90,2017-05-19,06:17:00,YES
60,1211,454,3,120,2017-03-14,01:22:00,YES
61,145,617,10,500,2017-06-11,16:42:00,YES
62,628,542,7,280,2017-03-19,11:20:00,YES
63,1621,248,3,150,2017-02-24,23:07:00,YES
64,1876,209,5,250,2017-01-13,13:26:00,YES
65,581,138,4,80,2017-07-17,12:31:00,YES
66,1697,938,5,200,2017-07-07,16:18:00,YES
67,982,914,9,405,2017-04-17,12:32:00,YES
68,478,146,9,180,2017-02-16,21:16:00,YES
69,862,900,8,400,2017-04-20,12:53:00,YES
70,1824,842,4,100,2017-07-21,15:21:00,YES
71,96,868,7,245,2017-05-30,04:47:00,YES
72,311,418,1,20,2017-06-20,15:51:00,YES
73,1946,479,2,50,2017-03-28,11:20:00,YES
74,1956,6,1,40,2017-07-21,04:44:00,YES
75,821,19,7,280,2017-04-10,10:53:00,YES
76,687,637,9,180,2017-02-05,04:25:00,YES
77,1988,139,3,90,2017-04-07,14:37:00,YES
78,1587,776,10,300,2017-01-24,12:11:00,YES
79,783,706,5,125,2017-04-20,20:37:00,YES
80,636,6,5,150,2017-07-15,11:06:00,YES
81,49,386,3,105,2017-03-06,08:14:00,YES
82,563,187,7,210,2017-05-25,20:26:00,YES
83,177,915,1,35,2017-02-11,01:51:00,YES
84,549,515,9,360,2017-06-24,15:02:00,YES
85,417,776,4,80,2017-07-03,05:54:00,YES
86,631,29,10,250,2017-02-05,11:20:00,YES
87,1600,419,4,140,2017-05-05,05:15:00,YES
88,662,795,6,150,2017-05-19,05:45:00,YES
89,539,565,4,100,2017-04-19,10:55:00,YES
90,801,996,7,140,2017-01-09,04:41:00,YES
91,549,925,9,360,2017-05-19,23:54:00,YES
92,1244,868,8,240,2017-05-17,01:26:00,YES
93,405,74,6,240,2017-04-03,05:48:00,YES
94,1519,92,2,70,2017-06-26,10:50:00,YES
95,531,37,1,35,2017-02-07,02:36:00,YES
96,1924,258,9,225,2017-01-14,01:44:00,YES
97,281,382,2,50,2017-02-23,00:51:00,YES
98,1737,640,5,250,2017-06-03,20:40:00,YES
99,1090,645,9,270,2017-01-28,15:07:00,YES
100,1598,318,8,160,2017-05-15,05:00:00,YES
101,584,593,3,90,2017-05-28,01:19:00,YES
102,1226,688,6,300,2017-07-01,05:29:00,YES
103,569,744,8,200,2017-04-14,13:53:00,YES
104,974,121,7,140,2017-07-25,09:43:00,YES
105,1289,383,7,140,2017-07-24,03:23:00,YES
106,1080,405,7,175,2017-02-08,05:10:00,YES
107,1063,456,10,400,2017-04-11,13:25:00,YES
108,1273,944,9,315,2017-02-07,05:36:00,YES
109,230,737,8,240,2017-05-15,03:50:00,YES
110,1377,771,10,300,2017-05-30,19:08:00,YES
111,1712,888,4,120,2017-02-10,19:37:00,YES
112,163,216,1,25,2017-05-22,03:26:00,YES
113,503,745,9,270,2017-04-21,03:38:00,YES
114,232,198,1,25,2017-07-25,02:30:00,YES
115,373,262,2,100,2017-04-03,20:06:00,YES
116,331,652,4,140,2017-01-02,14:07:00,YES
117,1578,848,6,180,2017-07-10,16:13:00,YES
118,48,209,8,360,2017-03-18,04:31:00,YES
119,307,146,7,350,2017-05-05,20:49:00,YES
120,555,590,10,500,2017-07-21,23:20:00,YES
121,600,376,2,60,2017-04-07,02:01:00,YES
122,1587,260,6,180,2017-02-25,17:57:00,YES
123,664,900,4,80,2017-01-01,21:01:00,YES
124,1663,642,7,140,2017-07-06,05:19:00,YES
125,1005,670,8,360,2017-02-04,20:14:00,YES
126,1735,748,9,180,2017-06-15,07:47:00,YES
127,985,69,2,100,2017-04-07,01:44:00,YES
128,1099,51,4,100,2017-04-18,02:58:00,YES
129,739,240,9,360,2017-02-20,12:44:00,YES
130,752,149,6,270,2017-03-18,22:02:00,YES
131,435,406,1,35,2017-06-27,08:50:00,YES
132,1108,511,1,50,2017-05-30,16:19:00,YES
133,1660,526,3,75,2017-01-18,09:51:00,YES
134,382,190,8,240,2017-02-22,15:03:00,YES
135,329,536,5,250,2017-03-22,12:15:00,YES
136,1934,289,7,280,2017-07-04,13:06:00,YES
137,1949,258,5,100,2017-06-09,15:52:00,YES
138,224,142,5,125,2017-04-28,00:28:00,YES
139,1139,842,9,225,2017-03-25,07:05:00,YES
140,757,905,6,300,2017-04-05,20:22:00,YES
141,741,779,7,280,2017-06-28,18:21:00,YES
142,841,268,5,175,2017-02-25,05:26:00,YES
143,1321,127,2,90,2017-03-07,00:29:00,YES
144,1722,229,4,200,2017-05-14,09:35:00,YES
145,1646,325,3,90,2017-05-04,07:35:00,YES
146,1881,334,1,35,2017-02-23,08:14:00,YES
147,727,538,9,270,2017-01-17,03:48:00,YES
148,752,252,3,135,2017-07-30,11:37:00,YES
149,79,54,5,100,2017-07-14,03:27:00,YES
150,1357,597,10,300,2017-05-30,23:26:00,YES
151,57,66,8,320,2017-02-22,15:16:00,YES
152,758,10,2,80,2017-06-10,20:33:00,YES
153,1886,987,4,160,2017-04-19,03:33:00,YES
154,501,529,3,120,2017-01-21,10:16:00,YES
155,1603,701,2,50,2017-06-09,18:47:00,YES
156,646,55,1,50,2017-02-23,23:54:00,YES
157,582,883,2,70,2017-06-22,06:15:00,YES
158,1163,748,8,400,2017-01-14,02:05:00,YES
159,1855,876,4,120,2017-05-15,13:14:00,YES
160,1696,949,7,140,2017-04-20,23:52:00,YES
161,1806,41,6,270,2017-07-15,20:20:00,YES
162,83,390,9,405,2017-04-04,16:30:00,YES
163,636,615,2,60,2017-03-15,10:34:00,YES
164,807,479,4,140,2017-06-28,10:15:00,YES
165,73,332,9,315,2017-05-06,16:27:00,YES
166,1294,820,5,175,2017-03-18,11:08:00,YES
167,505,553,3,60,2017-02-14,22:23:00,YES
168,1162,435,3,120,2017-02-10,13:52:00,YES
169,1418,64,1,45,2017-02-19,12:37:00,YES
170,1483,296,3,135,2017-06-12,23:35:00,YES
171,1204,317,1,20,2017-06-18,19:38:00,YES
172,1869,407,1,50,2017-02-19,12:30:00,YES
173,944,670,8,360,2017-07-08,03:37:00,YES
174,1838,308,7,280,2017-04-15,12:55:00,YES
175,1056,82,5,100,2017-02-13,04:49:00,YES
176,1370,411,5,225,2017-06-24,04:52:00,YES
177,314,357,5,150,2017-03-09,21:48:00,YES
178,1622,21,8,200,2017-05-01,03:06:00,YES
179,1278,66,7,175,2017-03-07,14:46:00,YES
180,1020,208,6,270,2017-03-07,08:37:00,YES
181,1360,741,4,80,2017-07-25,23:28:00,YES
182,773,499,8,400,2017-03-29,22:13:00,YES
183,1116,964,9,270,2017-01-15,23:59:00,YES
184,1992,10,6,300,2017-04-04,18:16:00,YES
185,1064,285,7,280,2017-06-22,00:22:00,YES
186,389,699,3,120,2017-05-31,19:19:00,YES
187,211,41,1,40,2017-06-06,19:01:00,YES
188,108,939,7,350,2017-03-31,16:34:00,YES
189,1190,590,9,225,2017-02-11,21:33:00,YES
190,1774,808,2,90,2017-03-15,14:00:00,YES
191,1161,240,2,90,2017-06-20,05:30:00,YES
192,1914,434,1,20,2017-03-24,14:30:00,YES
193,790,199,8,200,2017-03-17,19:02:00,YES
194,1932,516,5,200,2017-03-08,20:32:00,YES
195,1253,982,6,270,2017-07-31,21:59:00,YES
196,1817,777,10,200,2017-03-23,14:30:00,YES
197,1712,576,9,270,2017-04-30,15:31:00,YES
198,1346,584,1,40,2017-05-08,16:47:00,YES
199,1640,818,7,350,2017-07-02,13:49:00,YES
200,1883,304,1,40,2017-07-18,23:33:00,YES
201,1209,216,5,250,2017-04-01,13:27:00,YES
202,1477,91,6,210,2017-05-21,00:02:00,YES
203,1826,588,2,70,2017-02-18,06:03:00,YES
204,1737,44,10,500,2017-03-26,11:59:00,YES
205,1320,969,1,45,2017-07-13,16:58:00,YES
206,1835,715,4,200,2017-07-07,20:59:00,YES
207,1138,81,1,20,2017-06-24,01:35:00,YES
208,999,783,2,80,2017-03-24,03:55:00,YES
209,1464,257,5,225,2017-05-02,07:23:00,YES
210,56,523,6,180,2017-07-19,07:44:00,YES
211,1134,201,8,280,2017-04-21,22:12:00,YES
212,927,669,8,240,2017-01-06,14:15:00,YES
213,1722,472,1,50,2017-03-08,20:05:00,YES
214,608,580,1,30,2017-07-09,00:00:00,YES
215,1327,511,7,245,2017-02-05,13:02:00,YES
216,1461,395,10,300,2017-06-25,03:21:00,YES
217,1103,349,8,200,2017-03-16,21:03:00,YES
218,796,800,2,70,2017-02-24,22:50:00,YES
219,774,572,5,225,2017-05-08,13:56:00,YES
220,1750,36,6,270,2017-07-24,05:32:00,YES
221,128,485,2,60,2017-04-17,02:59:00,YES
222,1499,999,5,200,2017-06-26,12:06:00,YES
223,1173,910,6,240,2017-03-25,01:24:00,YES
224,1337,277,3,135,2017-02-28,21:35:00,YES
225,1323,220,7,280,2017-07-01,10:47:00,YES
226,325,796,2,50,2017-06-04,21:41:00,YES
227,149,58,3,90,2017-03-25,08:57:00,YES
228,1030,658,9,315,2017-01-17,01:43:00,YES
229,1010,113,6,210,2017-02-20,12:52:00,YES
230,772,156,7,350,2017-04-12,01:18:00,YES
231,589,353,4,160,2017-07-10,19:26:00,YES
232,1985,167,8,360,2017-03-24,22:53:00,YES
233,299,346,6,210,2017-04-09,09:35:00,YES
234,104,394,6,210,2017-03-29,09:06:00,YES
235,949,604,8,320,2017-06-04,07:58:00,YES
236,1875,988,1,45,2017-07-13,17:52:00,YES
237,1612,378,8,400,2017-06-05,00:17:00,YES
238,1375,841,1,35,2017-03-11,17:42:00,YES
239,1284,754,9,270,2017-05-21,07:31:00,YES
240,166,912,5,125,2017-07-07,13:48:00,YES
241,1321,823,5,225,2017-07-31,20:10:00,YES
242,270,104,3,75,2017-05-20,01:31:00,YES
243,672,148,6,180,2017-04-25,20:30:00,YES
244,262,96,4,100,2017-03-01,22:59:00,YES
245,1725,484,3,135,2017-05-03,21:48:00,YES
246,1667,640,1,35,2017-07-11,23:00:00,YES
247,1364,475,8,160,2017-03-03,08:10:00,YES
248,46,627,7,350,2017-01-06,12:46:00,YES
249,1610,247,7,280,2017-06-26,09:34:00,YES
250,56,292,8,240,2017-07-22,01:37:00,YES
251,1074,22,1,20,2017-07-01,11:51:00,YES
252,1360,801,2,40,2017-02-12,19:21:00,YES
253,926,926,1,40,2017-01-13,21:12:00,YES
254,1819,810,9,315,2017-07-19,00:59:00,YES
255,21,162,9,315,2017-07-27,02:01:00,YES
256,1096,146,9,225,2017-01-16,13:34:00,YES
257,970,26,1,30,2017-05-11,10:56:00,YES
258,1881,502,1,35,2017-02-18,17:48:00,YES
259,1330,225,10,400,2017-06-27,15:44:00,YES
260,283,79,2,80,2017-02-25,18:42:00,YES
261,876,826,10,450,2017-07-01,04:40:00,YES
262,1426,781,3,90,2017-03-21,05:36:00,YES
263,1121,75,8,400,2017-07-05,21:46:00,YES
264,1732,887,9,315,2017-01-01,06:29:00,YES
265,1062,438,8,280,2017-03-05,01:04:00,YES
266,1643,536,7,350,2017-04-10,02:01:00,YES
267,707,135,3,90,2017-05-15,15:09:00,YES
268,863,311,6,150,2017-06-05,22:50:00,YES
269,1584,876,9,360,2017-05-27,21:12:00,YES
270,518,777,4,200,2017-05-07,08:33:00,YES
271,824,130,8,200,2017-06-24,04:46:00,YES
272,884,15,5,175,2017-02-18,08:38:00,YES
273,1713,885,1,40,2017-04-28,11:15:00,YES
274,1710,282,10,350,2017-07-03,16:07:00,YES
275,1572,347,2,100,2017-02-01,15:53:00,YES
276,548,273,3,75,2017-01-02,20:35:00,YES
277,510,517,9,270,2017-01-23,08:48:00,YES
278,136,433,8,360,2017-06-19,21:07:00,YES
279,1179,950,4,160,2017-06-30,13:35:00,YES
280,951,35,6,180,2017-01-19,06:23:00,YES
281,1850,47,4,120,2017-01-06,06:44:00,YES
282,1132,361,1,35,2017-02-25,09:53:00,YES
283,760,3,5,225,2017-06-29,05:33:00,YES
284,1622,944,1,25,2017-03-30,10:01:00,YES
285,1963,691,10,400,2017-01-24,18:16:00,YES
286,1051,155,3,105,2017-03-16,04:01:00,YES
287,1032,724,4,80,2017-01-30,14:22:00,YES
288,1921,62,4,100,2017-04-12,00:10:00,YES
289,449,360,1,40,2017-06-11,22:44:00,YES
290,715,61,8,160,2017-02-13,02:01:00,YES
291,1219,903,7,280,2017-02-10,12:06:00,YES
292,1609,508,1,45,2017-06-28,09:49:00,YES
293,1439,904,1,50,2017-05-18,03:42:00,YES
294,841,993,5,175,2017-04-21,16:58:00,YES
295,1166,704,9,315,2017-02-28,11:09:00,YES
296,1540,787,6,210,2017-06-12,19:53:00,YES
297,746,274,3,150,2017-01-12,18:35:00,YES
298,1015,11,7,280,2017-01-30,15:10:00,YES
299,489,703,3,135,2017-01-28,14:40:00,YES
300,1773,720,8,280,2017-02-06,18:41:00,YES
301,1941,167,5,150,2017-01-15,07:33:00,YES
302,1162,467,4,160,2017-05-01,22:37:00,YES
303,1511,492,9,315,2017-07-01,01:04:00,YES
304,336,138,5,250,2017-02-09,14:24:00,YES
305,1433,786,4,180,2017-05-11,21:06:00,YES
306,1760,755,2,70,2017-02-10,15:26:00,YES
307,1054,841,2,90,2017-01-30,01:06:00,YES
308,1288,802,8,200,2017-07-14,16:09:00,YES
309,206,114,7,245,2017-07-20,17:41:00,YES
310,1446,347,10,400,2017-07-23,13:42:00,YES
311,1155,829,5,225,2017-05-26,10:12:00,YES
312,272,658,5,225,2017-04-13,09:01:00,YES
313,1626,853,8,200,2017-07-30,14:50:00,YES
314,4,139,1,45,2017-04-22,16:33:00,YES
315,1259,882,5,200,2017-05-15,04:26:00,YES
316,897,922,4,200,2017-06-30,06:48:00,YES
317,248,502,2,50,2017-06-26,19:41:00,YES
318,1802,926,9,270,2017-04-06,04:40:00,YES
319,1200,244,2,100,2017-03-17,00:53:00,YES
320,394,502,9,225,2017-01-30,01:16:00,YES
321,1111,201,5,175,2017-01-02,10:00:00,YES
322,94,978,4,160,2017-07-14,03:09:00,YES
323,793,539,10,200,2017-04-24,17:10:00,YES
324,1912,783,5,150,2017-04-19,04:03:00,YES
325,1116,120,3,90,2017-03-15,06:06:00,YES
326,273,613,8,320,2017-04-16,22:36:00,YES
327,1198,113,5,200,2017-03-26,01:52:00,YES
328,786,86,7,140,2017-01-22,20:03:00,YES
329,771,387,7,315,2017-07-25,15:26:00,YES
330,15,547,2,80,2017-05-23,22:11:00,YES
331,173,936,8,240,2017-07-06,07:09:00,YES
332,48,73,2,90,2017-07-28,05:40:00,YES
333,1907,63,10,200,2017-03-01,11:46:00,YES
334,1782,329,7,315,2017-04-16,22:08:00,YES
335,952,489,5,175,2017-02-16,07:31:00,YES
336,1434,755,8,160,2017-06-18,03:20:00,YES
337,682,449,7,245,2017-06-29,02:29:00,YES
338,356,460,2,90,2017-03-08,19:15:00,YES
339,166,651,2,50,2017-03-04,03:39:00,YES
340,155,12,10,300,2017-07-20,22:58:00,YES
341,1520,607,6,180,2017-02-07,06:51:00,YES
342,1371,588,9,270,2017-04-02,00:12:00,YES
343,1654,501,2,40,2017-03-02,12:56:00,YES
344,42,927,6,150,2017-03-22,20:09:00,YES
345,509,843,9,315,2017-05-24,19:34:00,YES
346,1170,724,7,245,2017-07-07,09:46:00,YES
347,230,520,6,180,2017-03-10,03:04:00,YES
348,1274,400,5,125,2017-06-19,06:25:00,YES
349,1985,86,2,90,2017-01-26,04:55:00,YES
350,615,99,2,70,2017-02-24,15:45:00,YES
351,1363,213,6,150,2017-03-24,17:08:00,YES
352,1710,9,8,280,2017-07-26,14:43:00,YES
353,216,10,10,250,2017-06-11,19:06:00,YES
354,1147,500,7,245,2017-04-29,14:53:00,YES
355,111,292,5,200,2017-01-28,05:18:00,YES
356,491,435,7,245,2017-03-03,00:31:00,YES
357,190,43,6,270,2017-05-15,21:11:00,YES
358,1431,716,6,300,2017-07-02,19:23:00,YES
359,1274,690,10,250,2017-03-29,18:32:00,YES
360,1533,970,9,360,2017-05-02,04:16:00,YES
361,826,553,9,225,2017-01-02,01:22:00,YES
362,489,745,9,405,2017-06-29,23:54:00,YES
363,622,755,10,300,2017-05-22,20:29:00,YES
364,1735,352,5,100,2017-02-18,16:06:00,YES
365,222,660,9,225,2017-07-07,06:59:00,YES
366,192,501,5,250,2017-04-16,19:46:00,YES
367,1046,761,3,150,2017-04-10,01:32:00,YES
368,508,229,1,35,2017-02-05,08:48:00,YES
369,185,723,6,300,2017-06-29,18:54:00,YES
370,533,647,4,160,2017-04-07,10:49:00,YES
371,1937,30,2,40,2017-04-26,01:26:00,YES
372,348,208,6,210,2017-07-16,02:20:00,YES
373,1718,129,1,45,2017-04-14,01:57:00,YES
374,1525,642,2,40,2017-04-28,13:36:00,YES
375,1129,85,7,315,2017-05-16,14:26:00,YES
376,504,675,4,140,2017-02-15,18:39:00,YES
377,717,840,10,450,2017-05-20,07:17:00,YES
378,678,241,5,100,2017-03-03,10:24:00,YES
379,1069,278,6,120,2017-01-15,17:38:00,YES
380,1463,830,2,90,2017-01-19,22:44:00,YES
381,240,986,9,405,2017-01-13,09:08:00,YES
382,885,30,7,280,2017-04-23,08:55:00,YES
383,1968,27,4,180,2017-02-07,18:47:00,YES
384,1254,383,3,120,2017-03-09,06:53:00,YES
385,1963,593,1,40,2017-04-01,23:12:00,YES
386,207,136,5,225,2017-04-24,19:55:00,YES
387,443,429,8,320,2017-03-28,17:36:00,YES
388,327,719,5,175,2017-05-30,05:46:00,YES
389,910,791,5,150,2017-07-11,19:35:00,YES
390,539,292,2,50,2017-04-01,10:22:00,YES
391,963,141,4,80,2017-06-22,13:37:00,YES
392,723,496,3,60,2017-04-23,09:22:00,YES
393,1751,372,9,360,2017-05-10,15:18:00,YES
394,1927,94,6,120,2017-05-09,01:35:00,YES
395,450,610,3,135,2017-01-27,15:22:00,YES
396,431,611,4,180,2017-03-09,13:45:00,YES
397,345,841,2,50,2017-04-09,15:55:00,YES
398,1737,334,4,200,2017-02-01,12:06:00,YES
399,58,703,2,40,2017-04-14,11:31:00,YES
400,98,658,4,180,2017-03-02,12:43:00,YES
401,1249,242,9,405,2017-04-14,15:07:00,YES
402,125,196,2,90,2017-02-02,02:47:00,YES
403,212,359,1,35,2017-02-13,20:06:00,YES
404,799,267,3,60,2017-02-25,15:05:00,YES
405,1417,881,8,240,2017-05-27,15:46:00,YES
406,1513,958,3,60,2017-01-02,18:47:00,YES
407,749,843,10,200,2017-06-23,02:22:00,YES
408,541,871,3,90,2017-03-20,10:43:00,YES
409,806,66,5,250,2017-01-11,20:01:00,YES
410,622,687,7,210,2017-07-05,03:03:00,YES
411,398,571,3,120,2017-04-24,20:56:00,YES
412,1419,378,8,240,2017-07-26,09:41:00,YES
413,189,342,8,280,2017-04-06,11:58:00,YES
414,1357,532,8,240,2017-06-11,10:26:00,YES
415,1066,851,2,90,2017-04-27,08:59:00,YES
416,980,821,8,280,2017-02-14,18:17:00,YES
417,156,505,2,40,2017-06-25,09:12:00,YES
418,530,616,9,225,2017-03-29,05:29:00,YES
419,591,809,6,210,2017-02-06,17:38:00,YES
420,296,470,6,180,2017-04-16,08:55:00,YES
421,1230,600,6,210,2017-03-06,09:13:00,YES
422,93,205,6,240,2017-04-18,23:05:00,YES
423,809,128,7,140,2017-05-29,16:59:00,YES
424,524,240,4,100,2017-01-20,06:18:00,YES
425,1414,42,7,210,2017-04-01,02:42:00,YES
426,913,665,10,250,2017-01-19,15:58:00,YES
427,674,727,7,175,2017-05-27,21:29:00,YES
428,498,396,3,150,2017-04-09,05:16:00,YES
429,1782,788,3,135,2017-02-21,00:11:00,YES
430,486,541,3,105,2017-06-07,11:08:00,YES
431,173,23,4,120,2017-04-22,04:33:00,YES
432,773,914,6,300,2017-02-14,16:29:00,YES
433,740,385,6,240,2017-02-05,00:21:00,YES
434,177,574,4,140,2017-04-02,14:03:00,YES
435,93,460,2,80,2017-06-16,12:57:00,YES
436,1877,452,4,140,2017-07-14,10:44:00,YES
437,174,664,3,150,2017-04-10,15:41:00,YES
438,1571,188,10,350,2017-04-07,11:50:00,YES
439,1800,485,4,100,2017-04-18,19:16:00,YES
440,949,946,2,80,2017-07-05,04:29:00,YES
441,661,587,8,360,2017-06-07,14:24:00,YES
442,1302,268,8,360,2017-01-06,14:45:00,YES
443,365,98,7,280,2017-04-08,11:53:00,YES
444,562,251,6,120,2017-01-03,16:10:00,YES
445,416,846,6,180,2017-07-10,22:51:00,YES
446,601,90,3,75,2017-04-07,21:49:00,YES
447,716,938,1,25,2017-01-25,17:48:00,YES
448,1555,891,6,300,2017-02-01,22:52:00,YES
449,219,984,10,350,2017-07-23,19:34:00,YES
450,351,963,6,270,2017-03-21,02:29:00,YES
451,182,36,10,300,2017-04-04,00:37:00,YES
452,1918,900,4,160,2017-03-16,12:55:00,YES
453,698,886,5,175,2017-04-12,17:36:00,YES
454,1862,979,8,240,2017-06-24,10:31:00,YES
455,1192,619,8,400,2017-02-01,03:34:00,YES
456,1612,721,6,300,2017-01-16,20:56:00,YES
457,622,152,9,270,2017-03-30,13:10:00,YES
458,876,138,9,405,2017-02-16,13:38:00,YES
459,1452,766,7,350,2017-06-06,23:39:00,YES
460,1010,588,5,175,2017-04-29,20:30:00,YES
461,1514,42,6,120,2017-07-20,15:50:00,YES
462,869,181,1,50,2017-05-14,10:27:00,YES
463,1678,697,8,160,2017-05-15,05:56:00,YES
464,806,129,8,400,2017-05-17,05:24:00,YES
465,671,906,7,245,2017-02-24,10:47:00,YES
466,1359,771,6,180,2017-03-15,11:27:00,YES
467,1481,635,8,400,2017-05-20,07:15:00,YES
468,1268,867,9,360,2017-01-02,16:21:00,YES
469,1095,28,8,240,2017-06-05,20:22:00,YES
470,1464,118,6,270,2017-03-28,11:43:00,YES
471,61,959,4,100,2017-07-10,02:08:00,YES
472,1389,920,1,35,2017-03-18,21:07:00,YES
473,76,607,3,120,2017-03-15,00:04:00,YES
474,1240,185,2,60,2017-03-19,22:12:00,YES
475,1232,110,7,315,2017-05-01,11:21:00,YES
476,1549,313,3,75,2017-05-17,00:14:00,YES
477,1769,182,9,450,2017-04-11,08:13:00,YES
478,1628,321,8,320,2017-01-10,12:04:00,YES
479,162,147,4,140,2017-02-24,09:25:00,YES
480,1446,836,4,160,2017-07-15,02:32:00,YES
481,1302,913,10,450,2017-05-25,11:58:00,YES
482,1440,506,4,140,2017-03-15,18:29:00,YES
483,1542,594,8,400,2017-06-17,13:45:00,YES
484,647,50,3,90,2017-06-01,19:48:00,YES
485,858,897,5,225,2017-07-05,17:35:00,YES
486,1023,614,10,350,2017-06-28,07:28:00,YES
487,361,678,6,210,2017-01-04,03:35:00,YES
488,1861,558,10,400,2017-04-25,22:27:00,YES
489,1993,582,8,200,2017-04-08,22:47:00,YES
490,1629,427,9,360,2017-06-12,19:01:00,YES
491,319,108,10,300,2017-03-02,15:11:00,YES
492,364,777,10,300,2017-06-08,01:56:00,YES
493,1996,643,8,160,2017-01-18,01:17:00,YES
494,1124,807,4,80,2017-07-27,14:40:00,YES
495,41,921,10,350,2017-04-11,14:22:00,YES
496,1465,167,10,400,2017-01-08,20:05:00,YES
497,761,562,4,80,2017-02-08,13:38:00,YES
498,1506,328,8,160,2017-01-06,23:52:00,YES
499,769,968,8,400,2017-06-29,06:38:00,YES
500,914,638,9,450,2017-03-06,11:49:00,YES
501,1625,623,2,40,2017-06-22,06:36:00,YES
502,1965,766,4,200,2017-07-29,01:40:00,YES
503,1475,757,4,120,2017-01-22,07:14:00,YES
504,696,188,1,50,2017-06-21,06:10:00,YES
505,548,800,9,225,2017-07-01,20:40:00,YES
506,1786,723,5,100,2017-05-16,01:30:00,YES
507,1641,227,10,300,2017-01-05,22:46:00,YES
508,1375,404,10,350,2017-06-07,20:47:00,YES
509,1231,828,7,210,2017-01-09,01:44:00,YES
510,1459,618,1,25,2017-06-29,02:32:00,YES
511,1901,174,8,360,2017-07-31,06:23:00,YES
512,224,336,7,175,2017-04-10,03:00:00,YES
513,874,233,7,350,2017-01-23,09:51:00,YES
514,726,9,6,240,2017-07-03,15:51:00,YES
515,1372,136,6,270,2017-06-28,00:27:00,YES
516,1524,746,8,400,2017-07-02,01:06:00,YES
517,464,375,7,315,2017-07-21,21:20:00,YES
518,1032,189,3,60,2017-03-04,13:00:00,YES
519,1939,420,8,160,2017-06-05,14:53:00,YES
520,1584,545,1,40,2017-04-11,07:55:00,YES
521,979,403,5,225,2017-07-10,18:04:00,YES
522,1156,713,3,75,2017-03-10,21:31:00,YES
523,1096,517,5,125,2017-05-23,16:50:00,YES
524,906,516,4,100,2017-03-05,11:42:00,YES
525,1568,601,3,105,2017-01-17,05:35:00,YES
